,Provider,Product Name,State,Secured Card,Targeted Credit Tiers,APRVariableFixed,APR Credit 1,APR Credit 2,APR Credit 3,Introductory APR Offered?,Intro APR Credit 1,Intro APR Credit 2,Intro APR Credit 3,Intro APR Length,Balance Transfer APR Credit 1,Balance Transfer APR Credit 2,Balance Transfer APR Credit 3,Balance Transfer APR Length,Balance Transfer Grace Period,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Annualized Periodic Fees,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Minimum,Maximum,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Fee Varies?.1,Minimum.1,Maximum.1,Fee Explanation.1,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Fee Varies?.2,Minimum.2,Maximum.2,Fee Explanation.2,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Amount (Dollars) - Transaction Fee,Amount (Percent) - Transaction Fee,Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Fee Varies?.3,Minimum.3,Maximum.3,Fee Explanation.3,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Fee Varies?.4,Minimum.4,Maximum.4,Fee Explanation.4,Late Fee,Very Late Fee,Over Limit Fees?,Over Limit Fee Types,Amount (Dollars) - Over Credit Limit,Overlimit Fee Detail,Fee Varies?.6,Minimum.6,Maximum.6,Fee Explanation.6,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name.1,Other Fee Amount.1,Other Fee Explanation.1,Other Fee Name.2,Other Fee Amount.2,Other Fee Explanation.2,Other Fee Name.3,Other Fee Amount.3,Other Fee Explanation.3,Other Fee Name.4,Other Fee Amount.4,Other Fee Explanation.4,Fee Varies?.7,Minimum.7,Maximum.7,Fee Explanation.7,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,Created Date
373,FIRST NATIONAL BANK OF OMAHA,Pacific Premier Secured Visa Card,CA,Yes,"""123""",V,27.99,25.74,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.ppbi.com/products/personal/credit-cards/personal-credit-cards.html,,4/20/2023
374,FIRST NATIONAL BANK OF OMAHA,Shelby County State Bank Secured Visa Card,IA,Yes,"""123""",V,27.99,27.24,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.scsbnet.com/personal-banking/credit-cards/,,4/20/2023
375,FIRST NATIONAL BANK OF OMAHA,Sibley State Bank Secured Visa Card,IA,Yes,"""123""",V,27.99,999.0,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.sibleystatebank.com/personal-banking/credit-cards/,,4/20/2023
376,FIRST NATIONAL BANK OF OMAHA,Stellar Bank Secured Visa Card,TX,Yes,"""123""",V,27.99,26.49,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.stellar.bank/Personal/Lending/Credit-Cards/,,4/20/2023
377,FIRST NATIONAL BANK OF OMAHA,Washington County Bank Secured Visa Card,NE,Yes,"""123""",V,27.99,27.24,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.washingtoncountybank.com/personal-banking/credit-cards/blair-foundation-cards/,,4/20/2023
378,FIRST NATIONAL BANK OF OMAHA,York State Bank Secured Visa Card,NE,Yes,"""123""",V,27.99,26.87,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.yorkstatebank.com/personal-banking/credit-cards/,,4/20/2023
379,FIRST NATIONAL BANK OF OMAHA,Bank of the San Juans Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.99,24.99,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.banksanjuans.com/personal/services/credit-cards,,4/20/2023
380,FIRST NATIONAL BANK OF OMAHA,Evergreen by FNBO Visa Card,CO; IL; IA; KS; NE; SD; TX; WY,Yes,"""123""",V,22.12,22.12,22.12,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,0.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.fnbo.com/personal-banking/credit-cards/,,4/20/2023
381,FIRST NATIONAL BANK OF OMAHA,First Community Bank of Utach Secured Mastercard,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,26.49,26.49,26.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,MC Global Services,,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.fbutah.com/personl/services/credit-cards,,4/20/2023
382,FIRST NATIONAL BANK OF OMAHA,First Bank of Wyoming Secured Mastercard,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.24,27.24,27.24,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,MC Global Services,,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.gofirstbank.com/personal/services/credit-cards,,4/20/2023
383,FIRST NATIONAL BANK OF OMAHA,Western Security Bank Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.99,26.12,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.westernsecuritybank.com/personal/services/credit-cards,,4/20/2023
384,FIRST NATIONAL BANK OF OMAHA,Valley Bank of Helena Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.99,27.24,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.valleybankhelena.com/personal/services/credit-cards,,4/20/2023
385,FIRST NATIONAL BANK OF OMAHA,North Cascades Bank Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,999.0,999.0,999.0,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.northcascadesbank.com/personal/services/credit-cards,,4/20/2023
386,FIRST NATIONAL BANK OF OMAHA,Mountain West Bank Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.99,26.12,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.mountainwestbank.com/personal/services/credit-cards,,4/20/2023
387,FIRST NATIONAL BANK OF OMAHA,Heritage Bank of Nevada Secured Visa Card,AZ; CO; ID; MT; VT; WA; WY,Yes,"""123""",V,26.49,26.49,26.49,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.heritagebanknevada.com/personal/services/credit-cards,,4/20/2023
388,FIRST NATIONAL BANK OF OMAHA,Glacier Bank Secured Visa Card,AZ; CO; ID; MT; UT; WA; WY,Yes,"""123""",V,27.99,26.12,22.99,No,999.0,999.0,999.0,,999.0,999.0,999.0,,,Yes,21.0,Yes,$1.75 ,35.0,,,,,,,,No,,,,,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00 ,5.00%,,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$15.00 ,5.00%,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,,,,,29.0,40.0,No,,,,,,,,Yes,Yes,Returned Payment (Payment Dishonored Fee),$35.00 ,When a payment is returned/payment didn't clear,Cash Equivalent Fee,$15.00 ,"Amount Charged is $15 or 5% of the amount of each cash equivalent transaction, whichever is greater.

When the card is used to purchase travelers checks, money orders, or conduct wire transfers, or for similar products or services.",,,,,,,,,,,,,,Access to Free Credit Scores; Credit card registration; Discounts on purchases of goods and services (non travel related); Other,"Roadside Dispatch, Visa Global Services",,,Contactless Payments; Chip card; Mobile wallet provisioning,,Website,https://www.glacierbank.com/personal/services/credit-cards,,4/20/2023
